Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation_Risk_Original,Location,Gender Diversity (%),Automation_Risk_New
Petroleum engineer,Finance,Decreasing,Low,47357.85,Bachelor’s Degree,12,3439,8987,6.94,67.42,Brazil,63.86,48.26562062187703
"Nurse, learning disability",Finance,Decreasing,High,54654.76,PhD,14,5573,863,33.2,46.03,Australia,59.99,56.34363387691627
Glass blower/designer,Manufacturing,Increasing,Low,38799.31,Associate Degree,19,1118,6690,59.45,39.24,Germany,55.24,41.160732089192564
"Accountant, chartered public finance",Manufacturing,Decreasing,Low,48494.55,Associate Degree,10,6315,6453,65.51,68.71,USA,28.45,52.08614444162823
Horticultural therapist,Retail,Increasing,Moderate,137608.74,PhD,0,8224,7094,92.42,24.56,Canada,43.33,22.38392324237667
"Producer, television/film/video",Retail,Increasing,High,130299.1,Bachelor’s Degree,1,9365,8699,94.84,52.35,Brazil,70.21,42.3525406162664
Licensed conveyancer,Transportation,Increasing,Low,139717.72,Bachelor’s Degree,9,2584,329,64.53,44.61,India,72.44,26.26854838683138
Race relations officer,Entertainment,Increasing,Low,94592.57,Master’s Degree,12,3169,1969,3.73,98.18,UK,28.24,28.500010471017085
Clinical embryologist,Healthcare,Decreasing,Moderate,119396.57,Associate Degree,15,6151,9103,65.58,74.32,China,76.41,48.79967675225422
Purchasing manager,IT,Increasing,Low,107436.61,Master’s Degree,5,1070,6371,81.17,31.17,UK,59.46,8.910911161287544
Retail banker,Healthcare,Increasing,Low,104347.17,Master’s Degree,19,996,8882,54.9,82.83,Brazil,69.2,14.672693087969206
Video editor,Transportation,Increasing,Low,72911.04,Bachelor’s Degree,19,7954,9197,86.36,0.61,China,69.22,22.68253731575578
Event organiser,Healthcare,Increasing,Moderate,64499.96,Master’s Degree,0,7577,9642,13.07,41.14,Germany,26.1,40.135015922633826
Architectural technologist,Retail,Increasing,High,147700.36,Bachelor’s Degree,3,443,6382,75.16,58.13,Australia,31.29,46.6431758622801
"Loss adjuster, chartered",Finance,Decreasing,High,56690.83,Associate Degree,9,8146,6116,23.83,98.57,India,38.53,78.38530517314429
Occupational therapist,Retail,Increasing,High,34813.88,Associate Degree,6,3379,1093,0.36,99.47,UK,20.99,65.41405515920738
Sales promotion account executive,Transportation,Decreasing,Moderate,136550.18,High School,18,4781,9422,9.45,95.28,USA,30.94,71.4674142868528
"Sales professional, IT",IT,Decreasing,Low,122148.41,High School,6,5772,497,76.53,7.54,India,37.34,41.983375458708
Acupuncturist,Education,Decreasing,Low,146770.15,High School,11,7898,6987,98.53,81.14,USA,51.0,41.15019483901295
Production engineer,Education,Decreasing,Low,124865.47,Associate Degree,7,4602,780,29.78,38.82,Canada,30.03,46.64606464406358
"Surveyor, rural practice",Finance,Increasing,Moderate,143250.85,PhD,16,1738,9730,81.46,87.06,Australia,59.99,17.310864613524032
"Therapist, occupational",Manufacturing,Decreasing,Low,108944.55,Master’s Degree,3,2470,6531,87.67,62.6,Germany,68.6,46.82840229467482
Banker,Retail,Increasing,Moderate,81453.68,PhD,18,7785,5651,57.83,13.64,Brazil,52.71,27.489329119338283
Mental health nurse,Education,Increasing,Low,43456.89,Master’s Degree,17,9309,9012,16.81,53.17,China,71.26,23.542318868482855
Environmental consultant,Education,Increasing,Moderate,124016.14,Master’s Degree,3,2632,7364,10.46,29.61,USA,58.0,35.395880444348535
"Engineer, electrical",IT,Increasing,Low,70270.51,High School,20,8213,6097,88.63,32.96,Germany,65.87,25.838470713620573
Land,Manufacturing,Decreasing,Low,87662.47,Bachelor’s Degree,17,2767,8679,73.16,21.27,USA,49.1,47.965246576470435
Manufacturing systems engineer,Retail,Decreasing,High,128505.06,Bachelor’s Degree,8,645,9512,63.93,39.88,Germany,59.59,67.11510853972959
"Administrator, charities/voluntary organisations",Manufacturing,Increasing,Moderate,138825.62,Master’s Degree,2,3367,798,59.6,32.59,Germany,75.03,42.96567274386991
Maintenance engineer,Education,Decreasing,Low,55642.59,PhD,16,6816,6098,50.31,4.16,Australia,28.48,24.012549408276907
Chief Operating Officer,Manufacturing,Increasing,Moderate,87761.91,High School,13,1901,9606,53.12,81.56,Australia,78.6,66.44481443817149
Cytogeneticist,Education,Increasing,High,138657.08,Master’s Degree,12,9989,4748,43.2,85.21,Australia,22.07,38.35388610879587
Archaeologist,IT,Increasing,Low,142837.75,High School,0,9839,1530,52.75,37.3,USA,36.68,30.094345966231717
"Designer, multimedia",Entertainment,Decreasing,Low,128993.25,PhD,18,5048,7670,29.98,57.48,Australia,73.53,30.093767816333973
Accommodation manager,Finance,Decreasing,Low,149875.83,Associate Degree,15,1496,3871,61.34,45.33,India,22.53,47.711403011047004
"Journalist, magazine",IT,Increasing,Moderate,94107.12,Associate Degree,16,3644,9287,53.35,89.9,Australia,35.29,36.3218569276309
Solicitor,IT,Increasing,Low,74578.74,Associate Degree,16,5816,7001,64.69,18.52,UK,72.8,26.003884145801056
Archivist,Manufacturing,Decreasing,Moderate,61573.08,High School,6,7973,6457,74.19,76.53,USA,45.1,77.66410214656541
"Engineer, control and instrumentation",Finance,Decreasing,High,132337.21,PhD,10,8024,3675,88.52,37.03,India,50.11,42.27905621797001
Quarry manager,Manufacturing,Decreasing,High,85956.67,Bachelor’s Degree,15,194,1101,78.14,23.17,Brazil,40.58,68.71955381036548
Data scientist,Entertainment,Increasing,High,115320.89,PhD,19,4582,4126,0.73,18.54,Australia,70.89,41.89427110982819
"Scientist, research (medical)",Transportation,Increasing,Moderate,118885.4,Associate Degree,5,6357,9728,65.84,98.1,Canada,77.96,47.22713826845726
Sports development officer,Finance,Increasing,High,47870.05,Associate Degree,1,9548,6557,18.76,45.81,UK,67.18,63.204871836829895
Multimedia programmer,Transportation,Decreasing,High,96546.29,Master’s Degree,17,2778,7925,74.73,52.35,Brazil,31.58,56.2654800655788
Pensions consultant,Retail,Increasing,High,64047.5,Bachelor’s Degree,4,4150,9057,32.9,83.11,UK,41.1,54.8475048781899
Town planner,Retail,Decreasing,Moderate,86890.14,Associate Degree,8,4263,9693,85.16,47.77,China,67.26,55.81936882193414
Farm manager,IT,Decreasing,Moderate,42829.9,High School,7,2341,5250,86.27,55.71,China,28.71,49.95087655193049
Theatre director,Manufacturing,Increasing,Moderate,94336.49,High School,18,1935,4863,65.35,67.31,Brazil,29.99,63.14986386418692
Environmental manager,Education,Increasing,Low,117520.5,Associate Degree,19,1385,4539,0.57,73.15,UK,39.61,41.67266936961749
Advice worker,IT,Increasing,Moderate,81115.67,Bachelor’s Degree,4,8112,4815,40.85,99.48,Brazil,45.71,38.09899505754949
Bonds trader,Healthcare,Increasing,Moderate,145225.81,Bachelor’s Degree,10,7133,1331,73.24,78.79,Canada,33.9,26.30243976415532
Personnel officer,Education,Increasing,Moderate,42312.7,High School,6,2896,6219,93.61,58.92,India,68.87,32.29656239090722
Environmental education officer,Education,Decreasing,High,70772.68,Master’s Degree,12,8622,9601,35.11,2.79,India,55.14,59.4153882061863
"Scientist, forensic",Entertainment,Increasing,Moderate,87651.56,Associate Degree,2,9655,1452,65.71,94.79,UK,77.28,38.00781290054545
Armed forces technical officer,Manufacturing,Increasing,High,137158.61,Bachelor’s Degree,4,5133,578,57.7,77.49,Brazil,72.78,63.48841339083877
Stage manager,Entertainment,Decreasing,Moderate,50877.29,PhD,9,8862,8053,67.53,93.41,Canada,50.79,34.06695873717807
Catering manager,Healthcare,Increasing,Low,31366.45,PhD,18,825,2777,9.18,32.08,USA,49.26,22.30683213337596
Land/geomatics surveyor,Finance,Decreasing,Moderate,57633.39,Associate Degree,16,3649,7638,8.81,85.4,UK,58.23,63.15312174788936
Glass blower/designer,Finance,Decreasing,Low,119080.44,Bachelor’s Degree,2,7125,9975,6.57,57.79,USA,36.54,51.699104446850114
Systems developer,IT,Decreasing,Moderate,43645.6,Bachelor’s Degree,6,1558,9396,52.26,81.72,India,78.32,41.338367876697816
Counsellor,Manufacturing,Decreasing,Moderate,83252.57,Associate Degree,10,4154,9910,92.48,29.8,USA,23.4,62.4674988271904
Immunologist,Transportation,Decreasing,Moderate,122607.94,High School,8,9951,9370,59.91,28.39,Brazil,63.36,66.7738880856566
Sub,Education,Increasing,Moderate,122790.42,Bachelor’s Degree,20,453,3302,61.92,87.5,Canada,79.52,32.72599178686107
Archivist,Healthcare,Decreasing,High,149079.04,Master’s Degree,0,5556,9507,29.87,23.94,Brazil,56.93,56.43712016834508
Public relations account executive,Finance,Decreasing,High,100063.79,Bachelor’s Degree,4,5249,5730,44.6,45.13,Australia,69.16,67.16163022449079
Landscape architect,Finance,Decreasing,Moderate,123354.88,Master’s Degree,13,5871,5383,88.45,17.1,India,59.5,37.60349398021005
"Conservator, museum/gallery",Finance,Decreasing,Moderate,69300.04,Bachelor’s Degree,2,3160,3334,88.87,57.46,China,34.4,48.036138260709635
Jewellery designer,Finance,Increasing,High,45174.91,Bachelor’s Degree,0,5372,8100,83.74,35.65,Canada,45.39,38.8884235257412
Tax adviser,Transportation,Decreasing,High,120020.23,PhD,20,9365,5279,54.42,29.46,Brazil,62.47,47.13098920122408
Volunteer coordinator,Finance,Increasing,Low,78358.5,High School,14,6887,8889,28.0,7.13,India,50.0,45.71045439939567
Police officer,Entertainment,Increasing,Low,111024.57,PhD,17,1101,845,72.7,85.98,Australia,23.83,7.914573803377337
"Teacher, adult education",Finance,Increasing,Moderate,124040.41,Associate Degree,4,6517,7947,49.21,0.91,Australia,37.67,47.41446213773887
Field trials officer,Education,Decreasing,Low,118061.83,High School,1,2477,8842,64.45,16.67,USA,26.65,40.60461645922034
Furniture designer,Transportation,Increasing,High,147837.55,High School,7,7486,7125,0.75,91.8,India,20.48,76.35782085711611
Warehouse manager,Retail,Increasing,High,90737.0,PhD,2,5861,8348,8.1,94.17,UK,62.05,55.704453761617444
Magazine features editor,Education,Decreasing,Low,133175.23,Master’s Degree,17,9877,3008,22.46,41.42,China,72.87,32.91009585371833
Software engineer,Entertainment,Decreasing,Low,34011.71,Bachelor’s Degree,6,6765,8012,81.58,89.38,Canada,26.58,27.797648497230984
Prison officer,Finance,Increasing,Low,83914.95,High School,10,7137,6185,25.53,15.22,UK,75.92,49.39093575360268
Web designer,Retail,Increasing,Low,97880.93,Associate Degree,13,856,1680,16.43,19.13,UK,39.31,45.04465131883823
Land/geomatics surveyor,Healthcare,Decreasing,Low,79584.91,Associate Degree,2,517,9069,92.95,88.23,India,29.68,34.1145751297837
Geoscientist,Manufacturing,Decreasing,Low,42163.42,PhD,5,8581,7828,14.22,76.81,Germany,61.01,52.34842475981879
Geographical information systems officer,Retail,Decreasing,High,136458.82,Associate Degree,2,544,5582,61.3,42.98,Brazil,33.97,73.91116999899364
Plant breeder/geneticist,Manufacturing,Decreasing,Moderate,100121.67,Associate Degree,4,5027,8241,95.23,47.36,India,27.58,62.00036387849826
"Engineer, aeronautical",Entertainment,Decreasing,Moderate,83019.08,Bachelor’s Degree,16,682,5998,42.13,88.86,Brazil,23.03,46.16623777827775
Geoscientist,Retail,Decreasing,High,41809.15,Master’s Degree,20,5238,6558,36.09,45.51,Brazil,62.46,69.09839934060338
Museum/gallery curator,Manufacturing,Decreasing,Moderate,44670.98,Bachelor’s Degree,14,4850,5657,38.21,62.56,Canada,71.08,71.42678232814202
Travel agency manager,Manufacturing,Increasing,Low,86488.69,PhD,19,4151,413,58.27,12.56,UK,58.07,29.012011432854695
Rural practice surveyor,Education,Decreasing,Low,148422.87,Master’s Degree,9,1334,4466,34.38,49.26,USA,66.01,32.43997935104217
Insurance risk surveyor,Education,Decreasing,Moderate,142450.06,Bachelor’s Degree,15,6419,4848,51.84,6.31,Australia,29.55,42.60885358012393
"Accountant, chartered management",Education,Increasing,Low,129956.94,Master’s Degree,3,232,468,90.95,25.69,Brazil,26.26,8.17216679013155
Educational psychologist,Retail,Decreasing,Moderate,82700.26,High School,18,1366,6847,87.01,86.2,Germany,55.73,65.44039194616309
"Development worker, community",Retail,Increasing,Moderate,101294.44,Associate Degree,14,9121,5924,82.72,8.97,USA,56.7,48.98281758726423
Petroleum engineer,Entertainment,Increasing,Low,108932.66,Master’s Degree,8,8974,9065,65.82,79.39,India,57.19,12.123756313937722
"Research officer, political party",Finance,Decreasing,High,92207.77,High School,10,9997,8080,79.76,1.38,Australia,31.3,67.03649708590609
"Teacher, adult education",Manufacturing,Decreasing,Low,64478.76,Master’s Degree,4,6851,1107,69.84,56.28,China,65.01,47.90792601815793
Water quality scientist,Healthcare,Increasing,Low,34087.34,Associate Degree,17,4671,5513,35.82,54.59,USA,32.34,25.67809253788652
Housing manager/officer,IT,Increasing,Moderate,127394.74,Bachelor’s Degree,18,6762,2292,57.46,32.94,India,31.42,28.772042318809152
"Scientist, research (life sciences)",Finance,Increasing,High,55916.23,Associate Degree,18,2667,1186,90.83,39.8,UK,47.74,41.390540208134034
"Scientist, clinical (histocompatibility and immunogenetics)",Manufacturing,Increasing,Moderate,69028.57,Bachelor’s Degree,3,4812,2233,50.27,9.01,Canada,44.18,46.67832466432582
"Civil engineer, contracting",IT,Decreasing,Low,122491.12,High School,14,5404,5517,54.93,44.07,Australia,65.6,46.29206314557681
Financial risk analyst,Retail,Decreasing,Low,146887.36,High School,12,8651,3085,86.83,66.05,USA,51.35,51.473154826578735
Artist,Manufacturing,Decreasing,Low,96510.46,High School,1,6297,981,79.77,51.43,China,24.68,58.22132506964616
Analytical chemist,Entertainment,Increasing,Low,60287.85,Master’s Degree,10,257,9628,42.4,16.76,UK,33.54,19.169058020323877
"Research officer, trade union",Finance,Increasing,Low,81020.25,Associate Degree,14,8617,2339,41.48,30.35,Canada,67.87,38.15446819761076
Games developer,Healthcare,Decreasing,Low,66212.98,Bachelor’s Degree,1,6856,7647,2.53,83.92,Germany,74.66,49.89695980712486
Associate Professor,Manufacturing,Decreasing,High,30818.76,PhD,0,8646,1622,90.69,6.06,Germany,52.14,54.93147295055026
Chief Financial Officer,Entertainment,Increasing,High,118224.02,High School,15,1668,1998,75.35,40.18,USA,66.32,51.18814599830884
Medical physicist,IT,Decreasing,High,113723.42,Associate Degree,14,9327,9443,60.76,35.08,Canada,67.41,62.999282789552325
"Engineer, manufacturing systems",Transportation,Decreasing,High,52494.93,Master’s Degree,9,2319,1595,97.98,18.47,UK,66.49,48.6600128471594
Special effects artist,Retail,Decreasing,Moderate,58374.75,High School,13,2663,702,99.89,84.98,China,57.16,60.41256158636305
Emergency planning/management officer,IT,Decreasing,Moderate,102257.8,High School,4,8368,3309,2.21,55.64,China,67.79,73.97689423698151
Leisure centre manager,Retail,Increasing,High,43899.57,Master’s Degree,7,3900,4403,83.21,13.99,Australia,68.89,43.411625113162124
Theatre manager,Transportation,Decreasing,High,61773.96,PhD,19,7361,2157,29.45,98.64,UK,64.65,58.22058143509643
Set designer,Education,Increasing,High,66620.32,Associate Degree,19,2295,5972,29.52,83.35,Australia,47.07,54.74725474231704
Haematologist,Transportation,Increasing,Low,52293.29,Associate Degree,4,7288,9818,59.61,41.47,India,35.4,35.19686885697502
Nature conservation officer,IT,Decreasing,Low,39960.44,Associate Degree,16,8338,391,10.16,22.75,Brazil,29.43,50.73726629211768
Arboriculturist,Education,Decreasing,High,61770.56,Associate Degree,1,6122,7299,20.65,77.86,Australia,64.5,71.11670347873726
Medical physicist,Finance,Decreasing,Low,105414.69,Bachelor’s Degree,3,208,5313,61.58,56.98,Australia,61.43,38.191695081300736
Aid worker,Retail,Decreasing,Moderate,54102.33,Associate Degree,16,5277,7749,19.1,13.93,Australia,63.94,73.10391555837064
"Engineer, manufacturing systems",Transportation,Increasing,Low,81049.66,Associate Degree,9,5627,1807,11.69,32.29,UK,21.51,40.97318236627077
Customer service manager,Transportation,Decreasing,High,144441.91,High School,11,314,7381,76.41,56.58,India,35.47,70.36661685162343
Bookseller,Finance,Decreasing,Moderate,71477.88,Master’s Degree,0,9729,7625,21.57,61.27,India,52.94,56.76643198495953
Office manager,Healthcare,Increasing,High,41959.17,High School,4,6438,6431,40.25,97.98,India,25.32,56.5690860361613
Risk analyst,Finance,Increasing,High,128883.8,High School,10,4692,6689,43.42,5.18,Germany,37.8,59.334784570346024
Commissioning editor,IT,Increasing,Low,117288.43,Associate Degree,11,9751,7016,36.41,24.18,India,29.88,30.15519332370208
Medical illustrator,Entertainment,Decreasing,Moderate,52483.56,Associate Degree,0,3195,1697,96.98,22.09,India,52.08,47.346451142937504
Animal technologist,Manufacturing,Decreasing,Moderate,65531.41,Master’s Degree,4,7086,7176,36.0,84.59,Brazil,20.3,66.73416348436766
Exhibition designer,Finance,Decreasing,High,82821.33,High School,20,9117,3758,92.24,68.61,Germany,69.26,67.91224602363636
Theme park manager,Retail,Decreasing,Moderate,91201.14,Associate Degree,17,8686,5136,68.32,54.19,Australia,72.1,63.973639362023576
Chief Executive Officer,Healthcare,Increasing,Moderate,30615.75,Bachelor’s Degree,15,9107,4857,70.12,65.58,Germany,62.35,29.549653493501864
Administrator,Manufacturing,Decreasing,Moderate,117464.8,PhD,0,2099,4492,59.1,60.39,UK,70.96,50.668898934179396
Medical laboratory scientific officer,Healthcare,Decreasing,Moderate,39092.21,Associate Degree,20,6551,5988,52.34,84.36,China,52.69,50.63504119610383
"Production assistant, radio",Transportation,Decreasing,Moderate,75303.99,High School,11,3334,2364,83.03,7.35,Germany,45.77,57.05461996501009
Telecommunications researcher,Transportation,Increasing,Moderate,113425.32,High School,7,1208,4267,54.81,31.08,Germany,53.0,49.09181010334277
IT consultant,Manufacturing,Decreasing,High,144622.05,Bachelor’s Degree,8,2112,2130,21.97,11.64,USA,36.74,84.94169666809
"Loss adjuster, chartered",Healthcare,Increasing,High,97130.17,Associate Degree,19,8756,2380,25.56,81.6,USA,78.0,47.70491514571519
Medical secretary,Finance,Decreasing,Low,101813.29,High School,2,1807,9155,9.8,1.74,UK,68.31,64.51624144876394
Chartered management accountant,Manufacturing,Increasing,Low,129147.39,PhD,5,5194,8916,34.64,52.96,China,54.37,31.10185362202008
"Geologist, wellsite",Manufacturing,Increasing,Low,73762.4,Bachelor’s Degree,12,5512,308,79.12,18.34,Germany,25.31,32.62690436233636
Fine artist,Finance,Increasing,Low,131437.11,Bachelor’s Degree,20,1454,4977,59.64,14.55,USA,56.16,19.57228051491523
"Nurse, learning disability",Manufacturing,Increasing,High,66935.22,PhD,7,5835,4213,49.56,62.26,Germany,79.92,45.3988861167975
